front,back,next_review_date,interval_days,ease_factor,lapses,reviews,tags,notes
"In the SLS example, what are the ambient conditions (pressure and temperature)?",Pressure ($P_a$) = 1.0 bar\nTemperature ($T_a$) = 288 K,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,ambient",Slide 14
"In the SLS example, what is the aircraft condition?",Stationary (static conditions).,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters",Slide 14
What is the Overall Pressure Ratio (OPR) in the SLS example?,25.0,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,opr",Slide 14
What is the Fan Pressure Ratio (FPR) in the SLS example?,1.65,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,fpr",Slide 14
What is the Bypass Ratio (BPR) in the SLS example?,5.0,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,bpr",Slide 14
"What is the Turbine Inlet Temperature (TIT, $T_{04}$) in the SLS example?",1550 K,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,tit",Slide 14
"What is the polytropic efficiency ($\eta_\infty$) for the fan, compressor, and turbine in the SLS example?",90% (or 0.90),2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,efficiency,polytropic",Slide 14
What is the isentropic efficiency for the propelling nozzles ($\eta_j$) in the SLS example?,95% (or 0.95),2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,efficiency,nozzle",Slide 14
What is the mechanical transmission efficiency ($\eta_m$) for each spool in the SLS example?,99% (or 0.99),2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,efficiency,mechanical",Slide 14
What is the combustion efficiency ($\eta_b$) in the SLS example?,99% (or 0.99),2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,efficiency,combustion",Slide 14
"What is the combustion pressure loss ($\Delta P_{loss, comb}$) in the SLS example?",1.5 bar,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,combustion,pressure_loss",Slide 14
What is the total air mass flow ($m$) in the SLS example?,215 kg/s,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,parameters,mass_flow",Slide 14
"In the SLS example, what pressure ratio applies to the cold nozzle?","The Fan Pressure Ratio (FPR), which is $\frac{P_{02}}{P_a} = 1.65$.",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_nozzle,fpr",Slide 15
What is the formula for the nozzle critical pressure ratio ($\frac{P_{0}}{P_c}$) for expansion with isentropic efficiency $\eta_j$?,$\frac{P_{0}}{P_c} = \left[ 1 - \frac{1}{\eta_j} \left( \frac{\gamma - 1}{\gamma + 1} \right) \right]^{-\gamma/(\gamma-1)}$,2025-04-15,0.0,2.5,0,0,"nozzle,critical_pressure_ratio,choked_flow,formulas,isentropic_efficiency",Slide 16
"Calculate the critical pressure ratio for the cold nozzle in the SLS example ($\gamma=1.4$, $\eta_j=0.95$).",$\frac{P_{02}}{P_c} = \left[ 1 - \frac{1}{0.95} \left( \frac{1.4 - 1}{1.4 + 1} \right) \right]^{-1.4/(1.4-1)} = \left[ 1 - \frac{1}{0.95} \left( \frac{0.4}{2.4} \right) \right]^{-3.5} \approx 1.965$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_nozzle,critical_pressure_ratio,calculation,results",Slide 16
"Is the cold nozzle choked in the SLS example (Actual PR = 1.65, Critical PR = 1.965)?","No, because the actual pressure ratio (1.65) is less than the critical pressure ratio (1.965). This means the nozzle exit pressure $P_8$ equals the ambient pressure $P_a$.",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_nozzle,choked_flow,results",Slide 17
"For an unchoked nozzle where exit pressure equals ambient ($P_8=P_a$), what is the formula for the cold stream thrust ($F_c$)?",$F_c = m_c C_8$. There is no pressure thrust term.,2025-04-15,0.0,2.5,0,0,"turbofan,thrust,formulas,unchoked_nozzle",Slide 17
What is the general relationship between temperature and pressure for a polytropic process?,$\frac{T_{0x}}{T_{0y}} = \left( \frac{P_{0x}}{P_{0y}} \right)^{(n-1)/n}$,2025-04-15,0.0,2.5,0,0,"polytropic_process,thermodynamics,formulas",Slide 18
How is the polytropic exponent term $\frac{n-1}{n}$ related to polytropic efficiency ($\eta_{\infty c}$) and $\gamma$ for compression?,$\frac{n-1}{n} = \frac{1}{\eta_{\infty c}} \left( \frac{\gamma - 1}{\gamma} \right)$,2025-04-15,0.0,2.5,0,0,"polytropic_process,compression,formulas,efficiency",Slide 18
How is the polytropic exponent term $\frac{n-1}{n}$ related to polytropic efficiency ($\eta_{\infty t}$) and $\gamma$ for expansion?,$\frac{n-1}{n} = \eta_{\infty t} \left( \frac{\gamma - 1}{\gamma} \right)$,2025-04-15,0.0,2.5,0,0,"polytropic_process,expansion,formulas,efficiency",Slide 18
"Calculate the polytropic exponent term $\frac{n-1}{n}$ for compression in the SLS example ($\eta_{\infty c}=0.90$, $\gamma=1.4$ for cold air).",$\frac{n-1}{n} = \frac{1}{0.90} \left( \frac{1.4 - 1}{1.4} \right) = \frac{1}{0.90} \times \frac{0.4}{1.4} \approx 0.3175$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,polytropic_process,compression,calculation,results",Slide 18
"Calculate the polytropic exponent term $\frac{n-1}{n}$ for expansion (turbine) in the SLS example ($\eta_{\infty t}=0.90$, $\gamma=1.333$ for hot air).",$\frac{n-1}{n} = 0.90 \left( \frac{1.333 - 1}{1.333} \right) = 0.90 \times \frac{0.333}{1.333} \approx 0.225$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,polytropic_process,expansion,calculation,results",Slide 18
"Calculate the fan outlet stagnation temperature ($T_{02}$) in the SLS example ($T_{01}=288K$, $FPR=1.65$, compression exponent term = 0.3175).",$T_{02} = T_{01} (FPR)^{(n-1)/n} = 288 \times (1.65)^{0.3175} \approx 337.60 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,fan,temperature,calculation,results",Slide 19
"Calculate the temperature drop across the cold nozzle ($T_{02}-T_8$) in the SLS example (Unchoked, $T_{02}=337.6K$, $P_{02}/P_a=1.65$, $\eta_j=0.95$, $\gamma=1.4$, $\gamma/(\gamma-1)=3.5$).",$T_{02} - T_8 = T_{02} \eta_j \left[ 1 - \left(\frac{P_{02}}{P_a}\right)^{-(\gamma-1)/\gamma} \right] = 337.6 \times 0.95 \times \left[ 1 - (1.65)^{-1/3.5} \right] \approx 42.8 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_nozzle,temperature_drop,calculation,results",Slide 20
"Calculate the cold nozzle exit velocity ($C_8$) in the SLS example ($T_{02}-T_8 = 42.8K$, $C_{pa}=1005 J/kgK$).",$C_8 = \sqrt{2 C_{pa} (T_{02} - T_8)} = \sqrt{2 \times 1005 \times 42.8} \approx 293.2 m/s$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_nozzle,velocity,calculation,results",Slide 20
"Calculate the cold mass flow ($m_{cold}$ or $m_c$) in the SLS example (Total $m=215 kg/s$, $BPR=5.0$).",$m_{cold} = \frac{mB}{B+1} = \frac{215 \times 5.0}{5.0+1} = \frac{1075}{6} \approx 179.2 kg/s$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,mass_flow,cold_flow,calculation,results",Slide 21
"Calculate the cold thrust ($F_c$) in the SLS example ($m_c=179.2 kg/s$, $C_8=293.2 m/s$, aircraft stationary $C_a=0$).","$F_c = m_c C_8 - m_c C_a = (179.2 \times 293.2) - 0 \approx 52,532 N$",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,cold_thrust,calculation,results",Slide 21
What do static conditions imply for inlet stagnation properties $T_{01}$ and $P_{01}$?,They are equal to the ambient static properties: $T_{01} = T_a$ and $P_{01} = P_a$.,2025-04-15,0.0,2.5,0,0,"definitions,static_conditions,stagnation_properties",Slide 23
"Calculate the compressor pressure ratio ($P_{03}/P_{02}$) in the SLS example (OPR = 25.0, FPR = 1.65).","Since $OPR = P_{03}/P_{01}$ and $FPR = P_{02}/P_{01}$ (for static inlet), the compressor pressure ratio is $\frac{P_{03}}{P_{02}} = \frac{P_{03}/P_{01}}{P_{02}/P_{01}} = \frac{OPR}{FPR} = \frac{25.0}{1.65} \approx 15.15$.",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,compressor,pressure_ratio,calculation,results",Slide 24
"Calculate the compressor outlet stagnation temperature ($T_{03}$) in the SLS example ($T_{02}=337.6K$, $P_{03}/P_{02}=15.15$, compression exponent term = 0.3175).",$T_{03} = T_{02} (P_{03}/P_{02})^{(n-1)/n} = 337.6 \times (15.15)^{0.3175} \approx 800.1 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,compressor,temperature,calculation,results",Slide 24
"State the work balance equation between the HP compressor and HP turbine, including mechanical efficiency $\eta_m$.",$W_{HPC} = W_{HPT} \times \eta_m$\n$m_h C_{pa} (T_{03} - T_{02}) = m_h \eta_m C_{pg} (T_{04} - T_{05})$\nSimplified: $C_{pa} (T_{03} - T_{02}) = \eta_m C_{pg} (T_{04} - T_{05})$ (assuming $m_h$ is constant through core),2025-04-15,0.0,2.5,0,0,"turbofan,work_balance,hp_turbine,hp_compressor,formulas",Slide 25
What values for $C_p$ and $\gamma$ are typically used for compressor calculations vs turbine calculations?,"Use values appropriate for the inlet temperature of the respective component. E.g., $C_{pa}$, $\gamma_a$ (cooler air) for compressor; $C_{pg}$, $\gamma_g$ (hotter gas) for turbine.",2025-04-15,0.0,2.5,0,0,"analysis,specific_heat,conventions","Slide 25, Slide 26"
"Calculate the temperature drop across the HP turbine ($T_{04}-T_{05}$) in the SLS example ($T_{03}-T_{02}=800.1 - 337.6 = 462.5K$, $C_{pa}=1005 J/kgK$, $C_{pg}=1148 J/kgK$, $\eta_m=0.99$).",$T_{04}-T_{05} = \frac{C_{pa}(T_{03}-T_{02})}{\eta_m C_{pg}} = \frac{1005 \times 462.5}{0.99 \times 1148} \approx 409.0 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hp_turbine,temperature_drop,work_balance,calculation,results",Slide 25
"Calculate the HP turbine outlet stagnation temperature ($T_{05}$) in the SLS example ($T_{04}=1550K$, $T_{04}-T_{05}=409.0K$).",$T_{05} = T_{04} - (T_{04}-T_{05}) = 1550 - 409.0 = 1141.0 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hp_turbine,temperature,calculation,results",Slide 25
"State the work balance equation between the Fan and LP turbine, including mechanical efficiency $\eta_m$ and BPR ($B$).","$W_{Fan} = W_{LPT} \times \eta_m$\n$m_{cold} C_{pa} (T_{02} - T_{01}) = m_{hot} \eta_m C_{pg} (T_{05} - T_{06})$\nUsing $m_{cold}/m_{hot} = B$: $B C_{pa} (T_{02} - T_{01}) = \eta_m C_{pg} (T_{05} - T_{06})$\nAlternatively, using total fan air flow $(m_{cold}+m_{hot})/m_{hot} = B+1$: $(B+1)C_{pa} (T_{02} - T_{01}) = \eta_m C_{pg} (T_{05} - T_{06})$ for LP turbine driving total flow through fan stage. Slide 27 uses $(B+1)$.",2025-04-15,0.0,2.5,0,0,"turbofan,work_balance,lp_turbine,fan,formulas",Slide 27
"Calculate the temperature drop across the LP turbine ($T_{05}-T_{06}$) in the SLS example ($B=5.0$, $T_{02}-T_{01}=337.6-288=49.6K$, $C_{pa}=1005 J/kgK$, $C_{pg}=1148 J/kgK$, $\eta_m=0.99$).",$T_{05}-T_{06} = \frac{(B+1) C_{pa} (T_{02}-T_{01})}{\eta_m C_{pg}} = \frac{(5.0+1) \times 1005 \times 49.6}{0.99 \times 1148} \approx 263.2 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,lp_turbine,temperature_drop,work_balance,calculation,results",Slide 27
"Calculate the LP turbine outlet stagnation temperature ($T_{06}$) in the SLS example ($T_{05}=1141.0K$, $T_{05}-T_{06}=263.2K$).",$T_{06} = T_{05} - (T_{05}-T_{06}) = 1141.0 - 263.2 = 877.8 K$,2025-04-16,1.0,2.5,0,1,"example,sls_conditions,lp_turbine,temperature,calculation,results",Slide 27
"Calculate the HP turbine inlet stagnation pressure ($P_{04}$) in the SLS example ($P_{03} = OPR \times P_a = 25.0 \times 1.0 = 25.0$ bar, Combustor Pressure Loss = 1.5 bar).","$P_{04} = P_{03} - \Delta P_{loss, comb} = 25.0 \text{ bar} - 1.5 \text{ bar} = 23.5$ bar.",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,turbine_inlet,pressure,calculation,results","Slide 28, Slide 14"
"Calculate the HP turbine pressure ratio ($P_{04}/P_{05}$) using temperatures in the SLS example ($T_{04}=1550K$, $T_{05}=1141.0K$, expansion exponent term = 0.225).",$\frac{P_{04}}{P_{05}} = \left( \frac{T_{04}}{T_{05}} \right)^{n/(n-1)} = \left( \frac{1550}{1141.0} \right)^{1/0.225} \approx 3.902$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hp_turbine,pressure_ratio,calculation,results",Slide 28
"Calculate the LP turbine pressure ratio ($P_{05}/P_{06}$) using temperatures in the SLS example ($T_{05}=1141.0K$, $T_{06}=877.8K$, expansion exponent term = 0.225).",$\frac{P_{05}}{P_{06}} = \left( \frac{T_{05}}{T_{06}} \right)^{n/(n-1)} = \left( \frac{1141.0}{877.8} \right)^{1/0.225} \approx 3.208$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,lp_turbine,pressure_ratio,calculation,results",Slide 28
"Calculate the hot nozzle inlet stagnation pressure ($P_{06}$) in the SLS example ($P_{04}=23.5$ bar, $P_{04}/P_{05}=3.902$, $P_{05}/P_{06}=3.208$).",$P_{06} = \frac{P_{04}}{(P_{04}/P_{05}) \times (P_{05}/P_{06})} = \frac{23.5}{3.902 \times 3.208} \approx 1.878$ bar.,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,pressure,calculation,results",Slide 28
"Calculate the hot nozzle pressure ratio ($P_{06}/P_a$) in the SLS example ($P_{06}=1.878$ bar, $P_a=1.0$ bar).",$\frac{P_{06}}{P_a} = \frac{1.878}{1.0} = 1.878$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,pressure_ratio,calculation,results",Slide 29
"Calculate the critical pressure ratio for the hot nozzle in the SLS example ($\gamma=1.333$, $\eta_j=0.95$). Note $\gamma/(\gamma-1) \approx 4$.",$\frac{P_{06}}{P_c} = \left[ 1 - \frac{1}{\eta_j} \left( \frac{\gamma - 1}{\gamma + 1} \right) \right]^{-\gamma/(\gamma-1)} = \left[ 1 - \frac{1}{0.95} \left( \frac{0.333}{2.333} \right) \right]^{-4} \approx 1.914$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,critical_pressure_ratio,calculation,results",Slide 29
"Is the hot nozzle choked in the SLS example (Actual PR = 1.878, Critical PR = 1.914)?","No, because the actual pressure ratio (1.878) is less than the critical pressure ratio (1.914). This means the nozzle exit pressure $P_7$ equals the ambient pressure $P_a$.",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,choked_flow,results",Slide 29
"Calculate the temperature drop across the hot nozzle ($T_{06}-T_7$) in the SLS example (Unchoked, $T_{06}=877.8K$, $P_{06}/P_a=1.878$, $\eta_j=0.95$, $\gamma=1.333$, $(\gamma-1)/\gamma = 1/4$).",$T_{06} - T_7 = T_{06} \eta_j \left[ 1 - \left(\frac{P_{06}}{P_a}\right)^{-(\gamma-1)/\gamma} \right] = 877.8 \times 0.95 \times \left[ 1 - (1.878)^{-1/4} \right] \approx 121.6 K$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,temperature_drop,calculation,results",Slide 30
"Calculate the hot nozzle exit velocity ($C_7$) in the SLS example ($T_{06}-T_7 = 121.6K$, $C_{pg}=1148 J/kgK$).",$C_7 = \sqrt{2 C_{pg} (T_{06} - T_7)} = \sqrt{2 \times 1148 \times 121.6} \approx 528.3 m/s$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_nozzle,velocity,calculation,results",Slide 30
"Calculate the hot mass flow ($m_{hot}$ or $m_h$) in the SLS example (Total $m=215 kg/s$, $BPR=5.0$).",$m_{hot} = \frac{m}{B+1} = \frac{215}{5.0+1} = \frac{215}{6} \approx 35.83 kg/s$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,mass_flow,hot_flow,calculation,results",Slide 31
"Calculate the hot thrust ($F_h$) in the SLS example ($m_h=35.83 kg/s$, $C_7=528.3 m/s$, aircraft stationary $C_a=0$).","$F_h = m_h C_7 - m_h C_a = (35.83 \times 528.3) - 0 \approx 18,931 N$",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,hot_thrust,calculation,results",Slide 31
What is the formula for total thrust ($F$) for a turbofan with separate nozzles?,$F = F_c + F_h$,2025-04-15,0.0,2.5,0,0,"turbofan,thrust,formulas,total_thrust",Slide 32
"Calculate the total thrust ($F$) in the SLS example ($F_c=52,532 N$, $F_h=18,931 N$).","$F = F_c + F_h = 52,532 + 18,931 = 71,463 N$ (or 71.5 kN).",2025-04-15,0.0,2.5,0,0,"example,sls_conditions,total_thrust,calculation,results",Slide 32
"Calculate the combustor temperature rise ($\Delta T_{comb} = T_{04}-T_{03}$) in the SLS example ($T_{04}=1550K$, $T_{03}=800.1K$).",$\Delta T_{comb} = T_{04} - T_{03} = 1550 - 800.1 \approx 750 K$ (slide uses 800K for simplicity),2025-04-15,0.0,2.5,0,0,"example,sls_conditions,combustor,temperature_rise,calculation,results",Slide 33
"Using the provided chart, what is the approximate ideal fuel-air ratio ($f_{ideal}$) for a combustor inlet temp ($T_{03}$) of 800K and a temperature rise ($\Delta T_{comb}$) of 750K?",Reading the chart: $f_{ideal} \approx 0.0221$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,fuel_air_ratio,ideal,chart_reading,results",Slide 33
How is the actual fuel-air ratio ($f_{actual}$) related to the ideal fuel-air ratio ($f_{ideal}$) and combustion efficiency ($\eta_b$)?,$f_{actual} = \frac{f_{ideal}}{\eta_b}$,2025-04-15,0.0,2.5,0,0,"fuel_air_ratio,actual,ideal,combustion_efficiency,formulas",Slide 34
"Calculate the actual fuel-air ratio ($f_{actual}$) in the SLS example ($f_{ideal} = 0.0221$, $\eta_b = 0.99$).",$f_{actual} = \frac{0.0221}{0.99} \approx 0.0223$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,fuel_air_ratio,actual,calculation,results",Slide 34
How is the fuel mass flow rate ($\dot{m}_f$) calculated from the actual fuel-air ratio ($f_{actual}$) and the hot mass flow ($m_h$)?,$\dot{m}_f = f_{actual} \times m_h$,2025-04-15,0.0,2.5,0,0,"fuel_flow_rate,fuel_air_ratio,mass_flow,formulas",Slide 34
"Calculate the fuel mass flow rate ($\dot{m}_f$) in kg/h for the SLS example ($f_{actual}=0.0223$, $m_h = 35.83 kg/s$).",$\dot{m}_f = 0.0223 \times 35.83 kg/s \times 3600 s/h \approx 2876.4 kg/h$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,fuel_flow_rate,calculation,results",Slide 34
Define Specific Fuel Consumption (SFC).,SFC is the fuel mass flow rate ($\dot{m}_f$) required to produce one unit of thrust ($F$).\n$SFC = \frac{\dot{m}_f}{F}$,2025-04-15,0.0,2.5,0,0,"definitions,sfc,efficiency,formulas",Slide 34
"Calculate the Specific Fuel Consumption (SFC) in kg/h/N for the SLS example ($\dot{m}_f=2876.4 kg/h$, $F=71,463 N$).",$SFC = \frac{\dot{m}_f}{F} = \frac{2876.4 kg/h}{71463 N} \approx 0.0403 kg/h/N$,2025-04-15,0.0,2.5,0,0,"example,sls_conditions,sfc,calculation,results",Slide 34
Are turbofan calculations fundamentally different from turbojet calculations?,"No, they are essentially the same principles, but need to account for two streams (bypass and core) and potentially multiple spools.",2025-04-15,0.0,2.5,0,0,"turbofan,turbojet,comparison,analysis",Slide 35
What are the main additional complexities in turbofan analysis compared to a simple turbojet?,"Calculating thrust from two separate nozzles (cold and hot).\nAccounting for two distinct flows (cold bypass, hot core).\nManaging work balance across multiple compressor/turbine stages on different spools.",2025-04-15,0.0,2.5,0,0,"turbofan,analysis,complexity",Slide 35
